DATE,TIME,実績(万kW)
2016/8/3,15:00,4581
2016/8/3,16:00,4530
2016/8/3,17:00,4352
2016/8/3,18:00,4317
2016/8/3,19:00,4225
2016/8/3,20:00,3966
2016/8/3,21:00,3714
2016/8/3,22:00,3544
2016/8/3,23:00,3283
2016/8/4,0:00,2936
2016/8/4,1:00,2713
2016/8/4,2:00,2602
2016/8/4,3:00,2557
2016/8/4,4:00,2549
2016/8/4,5:00,2571
2016/8/4,6:00,2802
2016/8/4,7:00,3254
2016/8/4,8:00,3892
2016/8/4,9:00,4417
2016/8/4,10:00,4695
2016/8/4,11:00,4805
2016/8/4,12:00,4699
2016/8/4,13:00,4848
2016/8/4,14:00,4860
2016/8/4,15:00,4788
2016/8/4,16:00,4777
2016/8/4,17:00,4610
2016/8/4,18:00,4532
2016/8/4,19:00,4410
2016/8/4,20:00,4100
2016/8/4,21:00,3833
2016/8/4,22:00,3670
2016/8/4,23:00,3392
2016/8/5,0:00,3031
2016/8/5,1:00,2779
2016/8/5,2:00,2656
2016/8/5,3:00,2613
2016/8/5,4:00,2604
2016/8/5,5:00,2622
2016/8/5,6:00,2860
2016/8/5,7:00,3323
2016/8/5,8:00,3979
2016/8/5,9:00,4567
2016/8/5,10:00,4776
2016/8/5,11:00,4923
2016/8/5,12:00,4838
2016/8/5,13:00,5022
2016/8/5,14:00,5033
2016/8/5,15:00,4934
2016/8/5,16:00,4906
2016/8/5,17:00,4686
2016/8/5,18:00,4549
2016/8/5,19:00,4455
2016/8/5,20:00,4165
2016/8/5,21:00,3889
2016/8/5,22:00,3725
2016/8/5,23:00,3469
2016/8/6,0:00,3136
2016/8/6,1:00,2888
2016/8/6,2:00,2737
2016/8/6,3:00,2672
2016/8/6,4:00,2645
2016/8/6,5:00,2609
2016/8/6,6:00,2732
2016/8/6,7:00,3057
2016/8/6,8:00,3512
2016/8/6,9:00,3985
2016/8/6,10:00,4266
2016/8/6,11:00,4402
2016/8/6,12:00,4404
2016/8/6,13:00,4529
2016/8/6,14:00,4536
2016/8/6,15:00,4471
2016/8/6,16:00,4431
2016/8/6,17:00,4293
2016/8/6,18:00,4231
2016/8/6,19:00,4163
2016/8/6,20:00,3934
2016/8/6,21:00,3713
2016/8/6,22:00,3572
2016/8/6,23:00,3336
2016/8/7,0:00,3024
2016/8/7,1:00,2770
2016/8/7,2:00,2607
2016/8/7,3:00,2551
2016/8/7,4:00,2521
2016/8/7,5:00,2490
2016/8/7,6:00,2607
2016/8/7,7:00,2883
2016/8/7,8:00,3225
2016/8/7,9:00,3602
2016/8/7,10:00,3753
2016/8/7,11:00,3867
2016/8/7,12:00,3936
2016/8/7,13:00,3998
2016/8/7,14:00,3984
2016/8/7,15:00,3984
2016/8/7,16:00,3981
2016/8/7,17:00,3941
2016/8/7,18:00,3953
2016/8/7,19:00,3955
2016/8/7,20:00,3789
2016/8/7,21:00,3584
2016/8/7,22:00,3395
2016/8/7,23:00,3128
2016/8/8,0:00,2838
2016/8/8,1:00,2627
2016/8/8,2:00,2501
2016/8/8,3:00,2461
2016/8/8,4:00,2475
2016/8/8,5:00,2526
2016/8/8,6:00,2753
2016/8/8,7:00,3198
2016/8/8,8:00,3824
2016/8/8,9:00,4360
2016/8/8,10:00,4501
2016/8/8,11:00,4607
2016/8/8,12:00,4510
2016/8/8,13:00,4717
2016/8/8,14:00,4773
2016/8/8,15:00,4829
2016/8/8,16:00,4780
2016/8/8,17:00,4585
2016/8/8,18:00,4507
2016/8/8,19:00,4436
2016/8/8,20:00,4170
2016/8/8,21:00,3872
2016/8/8,22:00,3696
2016/8/8,23:00,3421
2016/8/9,0:00,3091
2016/8/9,1:00,2857
2016/8/9,2:00,2725
2016/8/9,3:00,2681
2016/8/9,4:00,2671
2016/8/9,5:00,2702
2016/8/9,6:00,2942
2016/8/9,7:00,3377
2016/8/9,8:00,4044
2016/8/9,9:00,4726
2016/8/9,10:00,5030
2016/8/9,11:00,5184
2016/8/9,12:00,5101
2016/8/9,13:00,5232
2016/8/9,14:00,5332
2016/8/9,15:00,5302
2016/8/9,16:00,5230
2016/8/9,17:00,4978
2016/8/9,18:00,4874
2016/8/9,19:00,4776
2016/8/9,20:00,4504
2016/8/9,21:00,4191
2016/8/9,22:00,3977
2016/8/9,23:00,3670
2016/8/10,0:00,3302
2016/8/10,1:00,3003
2016/8/10,2:00,2818
2016/8/10,3:00,2737
2016/8/10,4:00,2729
2016/8/10,5:00,2737
2016/8/10,6:00,2967
2016/8/10,7:00,3405
2016/8/10,8:00,4052
2016/8/10,9:00,4596
2016/8/10,10:00,4800
2016/8/10,11:00,4952
2016/8/10,12:00,4842
2016/8/10,13:00,4951
2016/8/10,14:00,4889
2016/8/10,15:00,4847
2016/8/10,16:00,4706
2016/8/10,17:00,4503
2016/8/10,18:00,4431
2016/8/10,19:00,4297
2016/8/10,20:00,4032
2016/8/10,21:00,3739
2016/8/10,22:00,3595
2016/8/10,23:00,3366
2016/8/11,0:00,3058
2016/8/11,1:00,2831
2016/8/11,2:00,2658
2016/8/11,3:00,2590
2016/8/11,4:00,2580
2016/8/11,5:00,2578
2016/8/11,6:00,2628
2016/8/11,7:00,2850
2016/8/11,8:00,3152
2016/8/11,9:00,3450
2016/8/11,10:00,3651
2016/8/11,11:00,3780
2016/8/11,12:00,3810
2016/8/11,13:00,3895
2016/8/11,14:00,3900
2016/8/11,15:00,3880
2016/8/11,16:00,3841
2016/8/11,17:00,3769
2016/8/11,18:00,3821
2016/8/11,19:00,3792
2016/8/11,20:00,3629
2016/8/11,21:00,3413
2016/8/11,22:00,3251
2016/8/11,23:00,2999
